geometry,name,cuisine,opening_hours,wheelchair,takeaway,addr:street,category
"POLYGON ((-122.5566739 45.5770579, -122.5567279 45.5770861, -122.5567068 45.5771059, -122.5566528 45.5770777, -122.5566739 45.5770579))",,,,,,,parking_space
"POLYGON ((-122.5565472 45.5771767, -122.5566012 45.5772049, -122.5565801 45.5772247, -122.5565261 45.5771965, -122.5565472 45.5771767))",,,,,,,parking_space
"POLYGON ((-122.5565683 45.5771569, -122.5566223 45.5771851, -122.5566012 45.5772049, -122.5565472 45.5771767, -122.5565683 45.5771569))",,,,,,,parking_space
"POLYGON ((-122.5565894 45.5771371, -122.5566434 45.5771653, -122.5566223 45.5771851, -122.5565683 45.5771569, -122.5565894 45.5771371))",,,,,,,parking_space
"POLYGON ((-122.5566105 45.5771173, -122.5566646 45.5771455, -122.5566434 45.5771653, -122.5565894 45.5771371, -122.5566105 45.5771173))",,,,,,,parking_space
"POLYGON ((-122.5564628 45.5772559, -122.5565168 45.5772841, -122.5564957 45.5773039, -122.5564417 45.5772757, -122.5564628 45.5772559))",,,,,,,parking_space
"POLYGON ((-122.5564839 45.5772361, -122.5565379 45.5772643, -122.5565168 45.5772841, -122.5564628 45.5772559, -122.5564839 45.5772361))",,,,,,,parking_space
"POLYGON ((-122.556505 45.5772163, -122.556559 45.5772445, -122.5565379 45.5772643, -122.5564839 45.5772361, -122.556505 45.5772163))",,,,,,,parking_space
"POLYGON ((-122.5565261 45.5771965, -122.5565801 45.5772247, -122.556559 45.5772445, -122.556505 45.5772163, -122.5565261 45.5771965))",,,,,,,parking_space
"POLYGON ((-122.5565291 45.5770134, -122.5565831 45.5770417, -122.556562 45.5770615, -122.556508 45.5770332, -122.5565291 45.5770134))",,,,,,,parking_space
"POLYGON ((-122.5565502 45.5769936, -122.5566042 45.5770219, -122.5565831 45.5770417, -122.5565291 45.5770134, -122.5565502 45.5769936))",,,,,,,parking_space
"POLYGON ((-122.5562428 45.577203, -122.5562969 45.5772312, -122.5562757 45.577251, -122.5562217 45.5772228, -122.5562428 45.577203))",,,,,,,parking_space
"POLYGON ((-122.556264 45.5771832, -122.556318 45.5772114, -122.5562969 45.5772312, -122.5562428 45.577203, -122.556264 45.5771832))",,,,,,,parking_space
"POLYGON ((-122.5564446 45.5770926, -122.5564986 45.5771209, -122.5564775 45.5771407, -122.5564235 45.5771124, -122.5564446 45.5770926))",,,,,,,parking_space
"POLYGON ((-122.5564657 45.5770728, -122.5565198 45.5771011, -122.5564986 45.5771209, -122.5564446 45.5770926, -122.5564657 45.5770728))",,,,,,,parking_space
"POLYGON ((-122.5564869 45.577053, -122.5565409 45.5770813, -122.5565198 45.5771011, -122.5564657 45.5770728, -122.5564869 45.577053))",,,,,,,parking_space
"POLYGON ((-122.556508 45.5770332, -122.556562 45.5770615, -122.5565409 45.5770813, -122.5564869 45.577053, -122.556508 45.5770332))",,,,,,,parking_space
"POLYGON ((-122.5563602 45.5771718, -122.5564142 45.5772001, -122.5563931 45.5772199, -122.5563391 45.5771916, -122.5563602 45.5771718))",,,,,,,parking_space
"POLYGON ((-122.5563813 45.577152, -122.5564353 45.5771803, -122.5564142 45.5772001, -122.5563602 45.5771718, -122.5563813 45.577152))",,,,,,,parking_space
"POLYGON ((-122.5564024 45.5771322, -122.5564564 45.5771605, -122.5564353 45.5771803, -122.5563813 45.577152, -122.5564024 45.5771322))",,,,,,,parking_space
"POLYGON ((-122.5564235 45.5771124, -122.5564775 45.5771407, -122.5564564 45.5771605, -122.5564024 45.5771322, -122.5564235 45.5771124))",,,,,,,parking_space
"POLYGON ((-122.5562969 45.5772312, -122.5563509 45.5772595, -122.5563298 45.5772793, -122.5562757 45.577251, -122.5562969 45.5772312))",,,,,,,parking_space
"POLYGON ((-122.556318 45.5772114, -122.556372 45.5772397, -122.5563509 45.5772595, -122.5562969 45.5772312, -122.556318 45.5772114))",,,,,,,parking_space
"POLYGON ((-122.5563391 45.5771916, -122.5563931 45.5772199, -122.556372 45.5772397, -122.556318 45.5772114, -122.5563391 45.5771916))",,,,,,,parking_space
"POLYGON ((-122.556454 45.577005, -122.556508 45.5770332, -122.5564869 45.577053, -122.5564328 45.5770248, -122.556454 45.577005))",,,,,,,parking_space
"POLYGON ((-122.5564751 45.5769852, -122.5565291 45.5770134, -122.556508 45.5770332, -122.556454 45.577005, -122.5564751 45.5769852))",,,,,,,parking_space
"POLYGON ((-122.5564962 45.5769654, -122.5565502 45.5769936, -122.5565291 45.5770134, -122.5564751 45.5769852, -122.5564962 45.5769654))",,,,,,,parking_space
"POLYGON ((-122.5563695 45.5770842, -122.5564235 45.5771124, -122.5564024 45.5771322, -122.5563484 45.577104, -122.5563695 45.5770842))",,,,,,,parking_space
"POLYGON ((-122.5563906 45.5770644, -122.5564446 45.5770926, -122.5564235 45.5771124, -122.5563695 45.5770842, -122.5563906 45.5770644))",,,,,,,parking_space
"POLYGON ((-122.5564117 45.5770446, -122.5564657 45.5770728, -122.5564446 45.5770926, -122.5563906 45.5770644, -122.5564117 45.5770446))",,,,,,,parking_space
"POLYGON ((-122.5564328 45.5770248, -122.5564869 45.577053, -122.5564657 45.5770728, -122.5564117 45.5770446, -122.5564328 45.5770248))",,,,,,,parking_space
"POLYGON ((-122.5562851 45.5771634, -122.5563391 45.5771916, -122.556318 45.5772114, -122.556264 45.5771832, -122.5562851 45.5771634))",,,,,,,parking_space
"POLYGON ((-122.5563062 45.5771436, -122.5563602 45.5771718, -122.5563391 45.5771916, -122.5562851 45.5771634, -122.5563062 45.5771436))",,,,,,,parking_space
"POLYGON ((-122.5563273 45.5771238, -122.5563813 45.577152, -122.5563602 45.5771718, -122.5563062 45.5771436, -122.5563273 45.5771238))",,,,,,,parking_space
"POLYGON ((-122.5563484 45.577104, -122.5564024 45.5771322, -122.5563813 45.577152, -122.5563273 45.5771238, -122.5563484 45.577104))",,,,,,,parking_space
"POLYGON ((-122.5563286 45.5769055, -122.5563826 45.5769337, -122.5563615 45.5769535, -122.5563075 45.5769253, -122.5563286 45.5769055))",,,,,,,parking_space
"POLYGON ((-122.5563497 45.5768857, -122.5564037 45.5769139, -122.5563826 45.5769337, -122.5563286 45.5769055, -122.5563497 45.5768857))",,,,,,,parking_space
"POLYGON ((-122.5560424 45.5770951, -122.5560964 45.5771233, -122.5560752 45.5771431, -122.5560212 45.5771149, -122.5560424 45.5770951))",,,,,,,parking_space
"POLYGON ((-122.5560635 45.5770753, -122.5561175 45.5771035, -122.5560964 45.5771233, -122.5560424 45.5770951, -122.5560635 45.5770753))",,,,,,,parking_space
"POLYGON ((-122.5562441 45.5769847, -122.5562981 45.5770129, -122.556277 45.5770327, -122.556223 45.5770045, -122.5562441 45.5769847))",,,,,,,parking_space
"POLYGON ((-122.5562652 45.5769649, -122.5563193 45.5769931, -122.5562981 45.5770129, -122.5562441 45.5769847, -122.5562652 45.5769649))",,,,,,,parking_space
"POLYGON ((-122.5562864 45.5769451, -122.5563404 45.5769733, -122.5563193 45.5769931, -122.5562652 45.5769649, -122.5562864 45.5769451))",,,,,,,parking_space
"POLYGON ((-122.5563075 45.5769253, -122.5563615 45.5769535, -122.5563404 45.5769733, -122.5562864 45.5769451, -122.5563075 45.5769253))",,,,,,,parking_space
"POLYGON ((-122.5561597 45.5770639, -122.5562137 45.5770921, -122.5561926 45.5771119, -122.5561386 45.5770837, -122.5561597 45.5770639))",,,,,,,parking_space
"POLYGON ((-122.5561808 45.5770441, -122.5562348 45.5770723, -122.5562137 45.5770921, -122.5561597 45.5770639, -122.5561808 45.5770441))",,,,,,,parking_space
"POLYGON ((-122.5562019 45.5770243, -122.5562559 45.5770525, -122.5562348 45.5770723, -122.5561808 45.5770441, -122.5562019 45.5770243))",,,,,,,parking_space
"POLYGON ((-122.556223 45.5770045, -122.556277 45.5770327, -122.5562559 45.5770525, -122.5562019 45.5770243, -122.556223 45.5770045))",,,,,,,parking_space
"POLYGON ((-122.5560964 45.5771233, -122.5561504 45.5771515, -122.5561293 45.5771713, -122.5560752 45.5771431, -122.5560964 45.5771233))",,,,,,,parking_space
"POLYGON ((-122.5561175 45.5771035, -122.5561715 45.5771317, -122.5561504 45.5771515, -122.5560964 45.5771233, -122.5561175 45.5771035))",,,,,,,parking_space
"POLYGON ((-122.5561386 45.5770837, -122.5561926 45.5771119, -122.5561715 45.5771317, -122.5561175 45.5771035, -122.5561386 45.5770837))",,,,,,,parking_space
"POLYGON ((-122.5562535 45.5768971, -122.5563075 45.5769253, -122.5562864 45.5769451, -122.5562324 45.5769169, -122.5562535 45.5768971))",,,,,,,parking_space
"POLYGON ((-122.5562746 45.5768773, -122.5563286 45.5769055, -122.5563075 45.5769253, -122.5562535 45.5768971, -122.5562746 45.5768773))",,,,,,,parking_space
"POLYGON ((-122.5562957 45.5768575, -122.5563497 45.5768857, -122.5563286 45.5769055, -122.5562746 45.5768773, -122.5562957 45.5768575))",,,,,,,parking_space
"POLYGON ((-122.556169 45.5769763, -122.556223 45.5770045, -122.5562019 45.5770243, -122.5561479 45.5769961, -122.556169 45.5769763))",,,,,,,parking_space
"POLYGON ((-122.5561901 45.5769565, -122.5562441 45.5769847, -122.556223 45.5770045, -122.556169 45.5769763, -122.5561901 45.5769565))",,,,,,,parking_space
"POLYGON ((-122.5562112 45.5769367, -122.5562652 45.5769649, -122.5562441 45.5769847, -122.5561901 45.5769565, -122.5562112 45.5769367))",,,,,,,parking_space
"POLYGON ((-122.5562324 45.5769169, -122.5562864 45.5769451, -122.5562652 45.5769649, -122.5562112 45.5769367, -122.5562324 45.5769169))",,,,,,,parking_space
"POLYGON ((-122.5560846 45.5770555, -122.5561386 45.5770837, -122.5561175 45.5771035, -122.5560635 45.5770753, -122.5560846 45.5770555))",,,,,,,parking_space
"POLYGON ((-122.5561057 45.5770357, -122.5561597 45.5770639, -122.5561386 45.5770837, -122.5560846 45.5770555, -122.5561057 45.5770357))",,,,,,,parking_space
"POLYGON ((-122.5561268 45.5770159, -122.5561808 45.5770441, -122.5561597 45.5770639, -122.5561057 45.5770357, -122.5561268 45.5770159))",,,,,,,parking_space
"POLYGON ((-122.5561479 45.5769961, -122.5562019 45.5770243, -122.5561808 45.5770441, -122.5561268 45.5770159, -122.5561479 45.5769961))",,,,,,,parking_space
"POLYGON ((-122.5561542 45.5768069, -122.5562082 45.5768351, -122.5561871 45.5768549, -122.5561331 45.5768267, -122.5561542 45.5768069))",,,,,,,parking_space
"POLYGON ((-122.5561753 45.5767871, -122.5562294 45.5768153, -122.5562082 45.5768351, -122.5561542 45.5768069, -122.5561753 45.5767871))",,,,,,,parking_space
"POLYGON ((-122.555868 45.5769965, -122.555922 45.5770247, -122.5559009 45.5770445, -122.5558469 45.5770163, -122.555868 45.5769965))",,,,,,,parking_space
"POLYGON ((-122.5558891 45.5769767, -122.5559431 45.5770049, -122.555922 45.5770247, -122.555868 45.5769965, -122.5558891 45.5769767))",,,,,,,parking_space
"POLYGON ((-122.5560698 45.5768861, -122.5561238 45.5769143, -122.5561027 45.5769341, -122.5560487 45.5769059, -122.5560698 45.5768861))",,,,,,,parking_space
"POLYGON ((-122.5560909 45.5768663, -122.5561449 45.5768945, -122.5561238 45.5769143, -122.5560698 45.5768861, -122.5560909 45.5768663))",,,,,,,parking_space
"POLYGON ((-122.556112 45.5768465, -122.556166 45.5768747, -122.5561449 45.5768945, -122.5560909 45.5768663, -122.556112 45.5768465))",,,,,,,parking_space
"POLYGON ((-122.5561331 45.5768267, -122.5561871 45.5768549, -122.556166 45.5768747, -122.556112 45.5768465, -122.5561331 45.5768267))",,,,,,,parking_space
"POLYGON ((-122.5559853 45.5769653, -122.5560394 45.5769935, -122.5560182 45.5770133, -122.5559642 45.5769851, -122.5559853 45.5769653))",,,,,,,parking_space
"POLYGON ((-122.5560065 45.5769455, -122.5560605 45.5769737, -122.5560394 45.5769935, -122.5559853 45.5769653, -122.5560065 45.5769455))",,,,,,,parking_space
"POLYGON ((-122.5560276 45.5769257, -122.5560816 45.5769539, -122.5560605 45.5769737, -122.5560065 45.5769455, -122.5560276 45.5769257))",,,,,,,parking_space
"POLYGON ((-122.5560487 45.5769059, -122.5561027 45.5769341, -122.5560816 45.5769539, -122.5560276 45.5769257, -122.5560487 45.5769059))",,,,,,,parking_space
"POLYGON ((-122.555922 45.5770247, -122.555976 45.5770529, -122.5559549 45.5770727, -122.5559009 45.5770445, -122.555922 45.5770247))",,,,,,,parking_space
"POLYGON ((-122.5559431 45.5770049, -122.5559971 45.5770331, -122.555976 45.5770529, -122.555922 45.5770247, -122.5559431 45.5770049))",,,,,,,parking_space
"POLYGON ((-122.5559642 45.5769851, -122.5560182 45.5770133, -122.5559971 45.5770331, -122.5559431 45.5770049, -122.5559642 45.5769851))",,,,,,,parking_space
"POLYGON ((-122.5560791 45.5767985, -122.5561331 45.5768267, -122.556112 45.5768465, -122.556058 45.5768183, -122.5560791 45.5767985))",,,,,,,parking_space
"POLYGON ((-122.5561002 45.5767787, -122.5561542 45.5768069, -122.5561331 45.5768267, -122.5560791 45.5767985, -122.5561002 45.5767787))",,,,,,,parking_space
"POLYGON ((-122.5561213 45.5767589, -122.5561753 45.5767871, -122.5561542 45.5768069, -122.5561002 45.5767787, -122.5561213 45.5767589))",,,,,,,parking_space
"POLYGON ((-122.5559947 45.5768777, -122.5560487 45.5769059, -122.5560276 45.5769257, -122.5559736 45.5768975, -122.5559947 45.5768777))",,,,,,,parking_space
"POLYGON ((-122.5560158 45.5768579, -122.5560698 45.5768861, -122.5560487 45.5769059, -122.5559947 45.5768777, -122.5560158 45.5768579))",,,,,,,parking_space
"POLYGON ((-122.5560369 45.5768381, -122.5560909 45.5768663, -122.5560698 45.5768861, -122.5560158 45.5768579, -122.5560369 45.5768381))",,,,,,,parking_space
"POLYGON ((-122.556058 45.5768183, -122.556112 45.5768465, -122.5560909 45.5768663, -122.5560369 45.5768381, -122.556058 45.5768183))",,,,,,,parking_space
"POLYGON ((-122.5559102 45.5769569, -122.5559642 45.5769851, -122.5559431 45.5770049, -122.5558891 45.5769767, -122.5559102 45.5769569))",,,,,,,parking_space
"POLYGON ((-122.5559313 45.5769371, -122.5559853 45.5769653, -122.5559642 45.5769851, -122.5559102 45.5769569, -122.5559313 45.5769371))",,,,,,,parking_space
"POLYGON ((-122.5559525 45.5769173, -122.5560065 45.5769455, -122.5559853 45.5769653, -122.5559313 45.5769371, -122.5559525 45.5769173))",,,,,,,parking_space
"POLYGON ((-122.5559736 45.5768975, -122.5560276 45.5769257, -122.5560065 45.5769455, -122.5559525 45.5769173, -122.5559736 45.5768975))",,,,,,,parking_space
"POLYGON ((-122.5559739 45.5767098, -122.5560279 45.576738, -122.5560068 45.5767578, -122.5559527 45.5767296, -122.5559739 45.5767098))",,,,,,,parking_space
"POLYGON ((-122.555995 45.57669, -122.556049 45.5767182, -122.5560279 45.576738, -122.5559739 45.5767098, -122.555995 45.57669))",,,,,,,parking_space
"POLYGON ((-122.5556876 45.5768994, -122.5557416 45.5769276, -122.5557205 45.5769474, -122.5556665 45.5769192, -122.5556876 45.5768994))",,,,,,,parking_space
"POLYGON ((-122.5557087 45.5768796, -122.5557627 45.5769078, -122.5557416 45.5769276, -122.5556876 45.5768994, -122.5557087 45.5768796))",,,,,,,parking_space
"POLYGON ((-122.5558894 45.576789, -122.5559434 45.5768172, -122.5559223 45.576837, -122.5558683 45.5768088, -122.5558894 45.576789))",,,,,,,parking_space
"POLYGON ((-122.5559105 45.5767692, -122.5559645 45.5767974, -122.5559434 45.5768172, -122.5558894 45.576789, -122.5559105 45.5767692))",,,,,,,parking_space
"POLYGON ((-122.5559316 45.5767494, -122.5559856 45.5767776, -122.5559645 45.5767974, -122.5559105 45.5767692, -122.5559316 45.5767494))",,,,,,,parking_space
"POLYGON ((-122.5559527 45.5767296, -122.5560068 45.5767578, -122.5559856 45.5767776, -122.5559316 45.5767494, -122.5559527 45.5767296))",,,,,,,parking_space
"POLYGON ((-122.555805 45.5768682, -122.555859 45.5768964, -122.5558379 45.5769162, -122.5557839 45.576888, -122.555805 45.5768682))",,,,,,,parking_space
"POLYGON ((-122.5558261 45.5768484, -122.5558801 45.5768766, -122.555859 45.5768964, -122.555805 45.5768682, -122.5558261 45.5768484))",,,,,,,parking_space
"POLYGON ((-122.5558472 45.5768286, -122.5559012 45.5768568, -122.5558801 45.5768766, -122.5558261 45.5768484, -122.5558472 45.5768286))",,,,,,,parking_space
"POLYGON ((-122.5558683 45.5768088, -122.5559223 45.576837, -122.5559012 45.5768568, -122.5558472 45.5768286, -122.5558683 45.5768088))",,,,,,,parking_space
"POLYGON ((-122.5557416 45.5769276, -122.5557956 45.5769558, -122.5557745 45.5769756, -122.5557205 45.5769474, -122.5557416 45.5769276))",,,,,,,parking_space
"POLYGON ((-122.5557627 45.5769078, -122.5558168 45.576936, -122.5557956 45.5769558, -122.5557416 45.5769276, -122.5557627 45.5769078))",,,,,,,parking_space
"POLYGON ((-122.5557839 45.576888, -122.5558379 45.5769162, -122.5558168 45.576936, -122.5557627 45.5769078, -122.5557839 45.576888))",,,,,,,parking_space
"POLYGON ((-122.5558987 45.5767014, -122.5559527 45.5767296, -122.5559316 45.5767494, -122.5558776 45.5767212, -122.5558987 45.5767014))",,,,,,,parking_space
"POLYGON ((-122.5559199 45.5766816, -122.5559739 45.5767098, -122.5559527 45.5767296, -122.5558987 45.5767014, -122.5559199 45.5766816))",,,,,,,parking_space
"POLYGON ((-122.555941 45.5766618, -122.555995 45.57669, -122.5559739 45.5767098, -122.5559199 45.5766816, -122.555941 45.5766618))",,,,,,,parking_space
"POLYGON ((-122.5558143 45.5767806, -122.5558683 45.5768088, -122.5558472 45.5768286, -122.5557932 45.5768004, -122.5558143 45.5767806))",,,,,,,parking_space
"POLYGON ((-122.5558354 45.5767608, -122.5558894 45.576789, -122.5558683 45.5768088, -122.5558143 45.5767806, -122.5558354 45.5767608))",,,,,,,parking_space
"POLYGON ((-122.5558565 45.576741, -122.5559105 45.5767692, -122.5558894 45.576789, -122.5558354 45.5767608, -122.5558565 45.576741))",,,,,,,parking_space
"POLYGON ((-122.5558776 45.5767212, -122.5559316 45.5767494, -122.5559105 45.5767692, -122.5558565 45.576741, -122.5558776 45.5767212))",,,,,,,parking_space
"POLYGON ((-122.5557299 45.5768598, -122.5557839 45.576888, -122.5557627 45.5769078, -122.5557087 45.5768796, -122.5557299 45.5768598))",,,,,,,parking_space
"POLYGON ((-122.555751 45.57684, -122.555805 45.5768682, -122.5557839 45.576888, -122.5557299 45.5768598, -122.555751 45.57684))",,,,,,,parking_space
"POLYGON ((-122.5557721 45.5768202, -122.5558261 45.5768484, -122.555805 45.5768682, -122.555751 45.57684, -122.5557721 45.5768202))",,,,,,,parking_space
"POLYGON ((-122.5557932 45.5768004, -122.5558472 45.5768286, -122.5558261 45.5768484, -122.5557721 45.5768202, -122.5557932 45.5768004))",,,,,,,parking_space
"POLYGON ((-122.5556044 45.5765122, -122.5556584 45.5765404, -122.5556373 45.5765602, -122.5555833 45.576532, -122.5556044 45.5765122))",,,,,,,parking_space
"POLYGON ((-122.5556255 45.5764924, -122.5556795 45.5765206, -122.5556584 45.5765404, -122.5556044 45.5765122, -122.5556255 45.5764924))",,,,,,,parking_space
"POLYGON ((-122.5553182 45.5767018, -122.5553722 45.57673, -122.5553511 45.5767498, -122.555297 45.5767216, -122.5553182 45.5767018))",,,,,,,parking_space
"POLYGON ((-122.5553393 45.576682, -122.5553933 45.5767102, -122.5553722 45.57673, -122.5553182 45.5767018, -122.5553393 45.576682))",,,,,,,parking_space
"POLYGON ((-122.5555199 45.5765914, -122.5555739 45.5766196, -122.5555528 45.5766394, -122.5554988 45.5766112, -122.5555199 45.5765914))",,,,,,,parking_space
"POLYGON ((-122.5555411 45.5765716, -122.5555951 45.5765998, -122.5555739 45.5766196, -122.5555199 45.5765914, -122.5555411 45.5765716))",,,,,,,parking_space
"POLYGON ((-122.5555622 45.5765518, -122.5556162 45.57658, -122.5555951 45.5765998, -122.5555411 45.5765716, -122.5555622 45.5765518))",,,,,,,parking_space
"POLYGON ((-122.5555833 45.576532, -122.5556373 45.5765602, -122.5556162 45.57658, -122.5555622 45.5765518, -122.5555833 45.576532))",,,,,,,parking_space
"POLYGON ((-122.5554355 45.5766706, -122.5554895 45.5766988, -122.5554684 45.5767186, -122.5554144 45.5766904, -122.5554355 45.5766706))",,,,,,,parking_space
